item,category,prediction,correct,prediction_proba
Jessy Top Beige - L,apparel_accessories,apparel_accessories,TRUE,0.9659192569
Lipstick Collection Matte Nude,other,other,TRUE,0.9659198519
x1 Pokemon Boundaries Crossed 114/149 Delcatty Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 134/149 Skyla Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 033/149 Psyduck Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 090/149 Purrloin Condition: Excellent,other,other,TRUE,0.9657455897
ASOS DESIGN Effie cotton ribbed high waisted brazilian knicker with elastic in grey,apparel_accessories,apparel_accessories,TRUE,0.9655499356
Halo Gel Polish 8ml Wisteria,other,other,TRUE,0.9655705496
Halo Gel Polish 8ml Primrose,other,other,TRUE,0.9655705496
Nike Crew Neck Club Sweatshirt Grey,apparel_accessories,apparel_accessories,TRUE,0.9655967916
Maya Tall Bridesmaid long sleeve v back maxi tulle dress with tonal delicate sequin in taupe blush,apparel_accessories,apparel_accessories,TRUE,0.9655988073
ASOS DESIGN Fuller Bust slim fit t-shirt in rib in black,apparel_accessories,apparel_accessories,TRUE,0.9656052623
MAC Gently Off Eye And Lip Makeup Remover,other,other,TRUE,0.9656116971
3Pcs glas för iPhone 12 Mini Pro ProMax X XS Max XR härdat glas för iPhone 7 8 6 6s Plus 5 5S SE 11 12 Pro skärmskydd,other,other,TRUE,0.964458745
Boohoo button front dress in red floral,apparel_accessories,apparel_accessories,TRUE,0.9656623677
Bershka cropped milkmaid linen blouse in white,apparel_accessories,apparel_accessories,TRUE,0.9656994745
Liquid Gold Self Tanning Foam 200ml,other,other,TRUE,0.9657146501
x1 Pokemon Boundaries Crossed 050/149 Pikachu Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 029/149 Squirtle Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 135/149 Switch Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 068/149 Munna Condition: Excellent,other,other,TRUE,0.9657455897
x1 Pokemon Boundaries Crossed 071/149 Swoobat Condition: Excellent,other,other,TRUE,0.9657455897
Vivexotic Repti-Home Vivarium - Medium Grey 86x37.5x42cm,home_garden_furniture,home_garden_furniture,TRUE,0.9656771516
Dark Grey Oversized Dove Graphic T Shirt Dress,apparel_accessories,apparel_accessories,TRUE,0.9716473479
15ml Builder Gel Quick Extension Gel Polish Clear Pink Nude Nail Tips UV Akryl Poly Gel Camouflage Nail Art Polygel,other,other,TRUE,0.9716686558
ASOS DESIGN scoop neck ribbed jumper in recycled blend,apparel_accessories,apparel_accessories,TRUE,0.9716737218
ASOS DESIGN sunglasses chain with mushroom beads in gold,apparel_accessories,apparel_accessories,TRUE,0.9793664529
Dior Les Creations de Monsieur Dior Diorissimo Eau de Toilette eau de toilette för Kvinnor 50 ml,other,other,TRUE,0.9793790593
Mylee Flower Power Gel Polish 10ml,other,other,TRUE,0.9793796978
Azulene Body Soap 236ml,other,other,TRUE,0.9793959767
Avignon denim jacket - S,apparel_accessories,apparel_accessories,TRUE,0.9793967072
ASOS DESIGN short in check boucle,apparel_accessories,apparel_accessories,TRUE,0.9794065549
x1 BOB Infant Carrier Adaptor,other,other,TRUE,0.9794146742
Jean Paul Gaultier La Belle Eau de Parfum 30ml,other,other,TRUE,0.9794214381
ASOS DESIGN lightweight parka in washed grey,apparel_accessories,apparel_accessories,TRUE,0.9794339222
Girls are Superheroes (21x30),home_garden_furniture,home_garden_furniture,TRUE,0.9794367931
Pineapple Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9794553123
Candy Cane Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9794668474
Bondi Sands Aero Aerated Self Tanning Foam Ultra Dark 225ml,other,other,TRUE,0.9794715315
Lavender & Chamomile Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9794832965
Summer Breeze Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9795076071
Nailed London Nail Polish 10ml - Be My Baby Doll,other,other,TRUE,0.9793593361
Strawberry Jam Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.979512304
16Size Waterproof Garden Patio Furniture Cover Covers Rattan Table Cube Seat Outdoor,home_garden_furniture,home_garden_furniture,TRUE,0.9793545395
Astronaut & Planet Print Transparent iPhone Case,other,other,TRUE,0.9793376364
Black Tiered Hem Shirt Dress,apparel_accessories,apparel_accessories,TRUE,0.979052738
Pinky Sands Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9790969235
Mylee Flamingo wings Gel Polish 10ml,other,other,TRUE,0.9791324217
COLLUSION oversized t-shirt with thunder print in black,apparel_accessories,apparel_accessories,TRUE,0.9791325751
COLLUSION Plus cropped jacket in overdyed red,apparel_accessories,apparel_accessories,TRUE,0.9791581854
Leif 2 Seater Clic Clac Sofa Bed,home_garden_furniture,home_garden_furniture,TRUE,0.979181082
TAN-LUXE The Face Anti-Age Self-Tan Drops Medium/Dark 30ml,other,other,TRUE,0.9791817219
ASOS DESIGN Tall high rise 'slim' stretch straight leg jeans in lightwash,apparel_accessories,apparel_accessories,TRUE,0.979194321
Troy 3 Piece Garden Sofa Set with Table in Grey - Grey,home_garden_furniture,home_garden_furniture,TRUE,0.9792041619
Terry Hermes Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9792103709
Crisp Linen & Aqua Sky Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9792107536
ASOS DESIGN skinny jeans in mid wash blue,apparel_accessories,apparel_accessories,TRUE,0.9792217598
Barry M Sunset Daylight Curing Nail Polish in Pinking Out Loud 10ml,other,other,TRUE,0.9792521035
YSL Black Opium Eau de Parfum 1.2ml Sample,other,other,TRUE,0.9792710949
ASOS DESIGN Makeup Matte Liquid Lipstick - Patience,other,other,TRUE,0.9793016457
x1 Annika Dining Table with 4 Chairs  Bench in White  Natural Pine,home_garden_furniture,home_garden_furniture,TRUE,0.9793487529
Tall Leopard Print Mock Horn Button Wrap Dress,apparel_accessories,apparel_accessories,TRUE,0.9790440876
Lost Cherry Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.979522192
MY BIG BRUSH BUDDY™,other,other,TRUE,0.9795662904
Coco Madam Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9800597466
Mandarin Orange Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9800878402
Snuggle Beds Memory Ortho Luxe 3' Single Mattress,home_garden_furniture,home_garden_furniture,TRUE,0.9801010843
Mylee Lemon squeeze Gel Polish 10ml,other,other,TRUE,0.9801835955
Black Ditsy Eyelet Crop Bikini Top,apparel_accessories,apparel_accessories,TRUE,0.9802221562
Ettinger 2 Piece Table Lamps,home_garden_furniture,home_garden_furniture,TRUE,0.9802371405
Amber & Patchouli Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9802502257
Davidoff Run Wild For Him Eau de Parfum  Sample 1.2ml,other,other,TRUE,0.9802673875
Blue Oversized Shirt Playsuit,apparel_accessories,apparel_accessories,TRUE,0.9802818964
ASOS DESIGN t-shirt in velour in black,apparel_accessories,apparel_accessories,TRUE,0.9803299562
Makeup Revolution Halloween SFX Ultimate Face Paint Face Palette,other,other,TRUE,0.9803344546
ASOS DESIGN co-ord oversized chunky crew neck jumper,apparel_accessories,apparel_accessories,TRUE,0.980342077
Matte Base Concealer C10.5 8g,other,other,TRUE,0.9803728375
Black short sleeve zebra print sequin t-shirt 8 Black,apparel_accessories,apparel_accessories,TRUE,0.9803957003
MY BIG BRUSH BUDDY™ COMBO,other,other,TRUE,0.9804224029
Madam Coco Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9800597466
Grapefruit Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.979534278
Black long sleeve shirred waist midi dress 10 Black,apparel_accessories,apparel_accessories,TRUE,0.9800091182
ASOS DESIGN asymmetric detail oversized dad blazer in brown,apparel_accessories,apparel_accessories,TRUE,0.9799769337
ASOS DESIGN peplum top with contrast buttons in sage,apparel_accessories,apparel_accessories,TRUE,0.9796103755
ASOS DESIGN button through mini tea dress in ditsy print,apparel_accessories,apparel_accessories,TRUE,0.9796244599
adidas grey swift run x trainers UK 9,apparel_accessories,apparel_accessories,TRUE,0.9796266508
Graphic Map Paris (30x40),home_garden_furniture,home_garden_furniture,TRUE,0.9796489189
Beige animal mix print oversized shirt M Beige,apparel_accessories,apparel_accessories,TRUE,0.9797401141
Lash Volumiser 38&deg;C Mascara - 10ml,other,other,TRUE,0.9797416948
Blue check long puff sleeve cropped shirt 8 Blue,apparel_accessories,apparel_accessories,TRUE,0.9797878072
Zoflora Twilight Garden 120ml,home_garden_furniture,home_garden_furniture,TRUE,0.9797901027
Frilled Button Bardot Top & Striped Paperbag Waist Trousers Set,apparel_accessories,apparel_accessories,TRUE,0.97982
Versace Yellow Diamond Intense Eau de Parfum Spray 50ml,other,other,TRUE,0.9798255945
1 x red organza ribbed puff sleeve crop top,apparel_accessories,apparel_accessories,TRUE,0.9798600854
schuh white maddie lace up trainers UK 7,apparel_accessories,apparel_accessories,TRUE,0.9798959123
Mylee Beyond the trees Gel Polish 10ml,other,other,TRUE,0.979917509
L'Oreal Color Riche Nail Polish 5ml 4901,other,other,TRUE,0.9799364016
NYX Professional Makeup Suede Matte Lipsticks - Cold Brew,other,other,TRUE,0.9799714003
Black Contrast High Waist Seamless Gym Leggings,apparel_accessories,apparel_accessories,TRUE,0.9799983642
Ripped Detail Distressed Hem Spliced Crop Denim Jacket,apparel_accessories,apparel_accessories,TRUE,0.979038824
Revolution Skincare 3% Vitamin C Serum,other,other,TRUE,0.9790357678
Boohoo Petite exclusive midi dress with ruffle hem and belted waist in red,apparel_accessories,apparel_accessories,TRUE,0.9789809824
Woodsmoke & Leather Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9780173418
Shape Black Slinky Zip Detail Short Sleeve Bodycon Dress,apparel_accessories,apparel_accessories,TRUE,0.9780188113
EZ Detail Brush Mini,other,other,TRUE,0.9780683343
Mylee Gold digger Gel Polish 10ml,other,other,TRUE,0.9780838573
Stradivarius super high waist denim short in black,apparel_accessories,apparel_accessories,TRUE,0.9780928834
ASOS DESIGN puffer gilet in grey,apparel_accessories,apparel_accessories,TRUE,0.9780949852
Pineapple Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9781015776
Stripe Print Belted Cami Dress,apparel_accessories,apparel_accessories,TRUE,0.9781230546
Black Animal Print Extreme Oversized Satin Shirt,apparel_accessories,apparel_accessories,TRUE,0.9781609712
Snow Fairy Fragrance Oil (Bottle Size: 10ml),other,other,TRUE,0.978203291
1 x BLACK DENIM SPLIT HEM STRAIGHT LEG JEANS,apparel_accessories,apparel_accessories,TRUE,0.9782071788
ASOS DESIGN jumper with split hem,apparel_accessories,apparel_accessories,TRUE,0.9782302895
ASOS DESIGN slim jeans in flat mid wash,apparel_accessories,apparel_accessories,TRUE,0.9782555182
x1 HUGO BOSS Boss In Motion Eau de Toilette 90ml Spray,other,other,TRUE,0.9782761005
Revolution Pro Regeneration Eyeshadow Palette - Azure,other,other,TRUE,0.9782844457
Mint Milano Oversized Sleeveless T Shirt Dress,apparel_accessories,apparel_accessories,TRUE,0.9780101695
ASOS DESIGN square neck micro stripe jumper with volume sleeve,apparel_accessories,apparel_accessories,TRUE,0.9782939351
H&M+ Oversized cotton shirt,apparel_accessories,apparel_accessories,TRUE,0.9779600912
Yves Saint Laurent Libre Eau de Parfum 30ml,other,other,TRUE,0.9778992996
Grey Jersey Ruched Side Long Sleeve Top,apparel_accessories,apparel_accessories,TRUE,0.9775446911
Conceal And Perfect 2 In 1 Foundation And Concealer Medium Beige 30ml,other,other,TRUE,0.9775825635
ASOS DESIGN oversized sweat dress in oatmeal marl,apparel_accessories,apparel_accessories,TRUE,0.9775951567
Black Contrast Trim Detail V Neck Strappy Midaxi Dress,apparel_accessories,apparel_accessories,TRUE,0.9776272335
Tobacco & Vanilla Fragrance Oil (Bottle Size: 10ml Tester),other,other,TRUE,0.9776787098
Ruched Smocked Waist Top,apparel_accessories,apparel_accessories,TRUE,0.9777017348
Live Food Plant Dandelion - 10cm Pot,home_garden_furniture,home_garden_furniture,TRUE,0.9777039686
Ivory Lace Sleeve Shirred Hem Top,apparel_accessories,apparel_accessories,TRUE,0.9777126128
x1 Paco Rabanne 1 Million Priv Eau De Parfum 100ml Spray,other,other,TRUE,0.9777689132
Mylee Monday blue Gel Polish 10ml,other,other,TRUE,0.977787585
skechers purple comfy flex 2.0 trainers toddler UK 8,other,other,TRUE,0.977802559
"Revlon ColorStay™ Makeup for Combination/Oily Skin 30ml Medium Beige (Medium, Warm)",other,other,TRUE,0.9778163556
Brown Snake Print High Neck Crop T Shirt & Cycle Short Set,apparel_accessories,apparel_accessories,TRUE,0.9778292261
Sleek MakeUP Hydrating Primer 20ml,other,other,TRUE,0.9778457568
Esprit t-shirt in nep stripe in navy,apparel_accessories,apparel_accessories,TRUE,0.9778983483
Marc Jacobs Daisy Love Eau de Toilette 1.2ml Complimentary Sample,other,other,TRUE,0.9779545242
Missguided Tall satin shirt in leopard,apparel_accessories,apparel_accessories,TRUE,0.9782968875
Kokeshi Doll Black (30x40),home_garden_furniture,home_garden_furniture,TRUE,0.9783153839
Planting box with Shelf,home_garden_furniture,home_garden_furniture,TRUE,0.9783277452
Makeup Revolution X Tammi Paradise Glow Medium Deep Face Palette,other,other,TRUE,0.9787080691
Rhubarb & Wild Mint Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9787181438
Dark Amber & Ginger Lily Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.97873254
Revolution Infinite Face Brush set,other,other,TRUE,0.9787553925
Mint Green Succulent (21x30),home_garden_furniture,home_garden_furniture,TRUE,0.9787617244
Kérastase Discipline Conditioner for smooth and frizz-free hair 200ml,other,other,TRUE,0.978774029
Mandarin Orange Fragrance Oil (Bottle Size: 50ml),other,other,TRUE,0.9787840071
Mystery Case - iPhone XR / Mystery Tough Case,other,other,TRUE,0.9787847041
ASOS DESIGN tafetta ruched bandeau mini dress with puff sleeve,apparel_accessories,apparel_accessories,TRUE,0.9787952127
ASOS DESIGN t-shirt with ringer in pink,apparel_accessories,apparel_accessories,TRUE,0.9787965104
Beau Yellow Nail Polish,other,other,TRUE,0.9788106041
ASOS DESIGN super oversized frill sleeve smock dress in khaki,apparel_accessories,apparel_accessories,TRUE,0.9788663093
Janzen Garden Sofa with Cushions,home_garden_furniture,home_garden_furniture,TRUE,0.9788978406
Mylee Mint leaf Gel Polish 10ml,other,other,TRUE,0.9788997694
Huda Beauty Kayali Sweet Diamond Pink Pepper Eau de Parfum 50ml,other,other,TRUE,0.978932075
Mode Mirrored 12 Collage Frame - Mirrored Silver,home_garden_furniture,home_garden_furniture,TRUE,0.9787020392
ASOS DESIGN oversized tiered maxi beach dress in mono animal tropical print,apparel_accessories,apparel_accessories,TRUE,0.9786930432
ASOS DESIGN leather bevelled square buckle hip and waist belt in black,apparel_accessories,apparel_accessories,TRUE,0.9786602558
Maybelline Lash Sensational Waterproof Mascara 9.5ml,other,other,TRUE,0.9786446851
Illamasqua Concealer - 215,other,other,TRUE,0.9783458282
Bluesky 80567 POWDER MY NOSE UV/LED Soak Off Gel Nail Polish 10ml Free P&P!,other,other,TRUE,0.9783574596
ASOS DESIGN parka jacket in orange with faux fur lining,apparel_accessories,apparel_accessories,TRUE,0.9783667033
COLLUSION oversized printed t-shirt,apparel_accessories,apparel_accessories,TRUE,0.9783772486
e.l.f. Ultimate Blending Brush,other,other,TRUE,0.9784128753
BOSS The Scent For Her Eau de Toilette 30ml,other,other,TRUE,0.9784206332
Alien Invasion Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9784879192
Pink textured mesh long sleeve top 18 Pink,apparel_accessories,apparel_accessories,TRUE,0.9804267625
ASOS DESIGN 2 pack jersey slim shorts in washed black/grey marl save,apparel_accessories,apparel_accessories,TRUE,0.97849317
Cinnamon Stick fragrance oil (Bottle Size: 500ml),other,other,TRUE,0.9785177924
High Waist Bermuda shorts,apparel_accessories,apparel_accessories,TRUE,0.9785303889
6 Unit Shelf In Black 68.5x34.5xH104cm,home_garden_furniture,home_garden_furniture,TRUE,0.9785347436
ASOS DESIGN Curve v front and back raw edged sweat dress in black,apparel_accessories,apparel_accessories,TRUE,0.9785691096
MegaLast Liquid Catsuit Matte Lipstick,other,other,TRUE,0.9785854297
STYLPRO Makeup Brush Cleaner and Dryer Gift Set - Cheetah,other,other,TRUE,0.978593628
Efren Sturdy 81.5cm x 31cm Metal Raised Flower Bed,home_garden_furniture,home_garden_furniture,TRUE,0.9785940095
Moon In Black (21x30),home_garden_furniture,home_garden_furniture,TRUE,0.978498709
Riley' Organic Cotton High Neck Long Sleeve Tee in Black - M,apparel_accessories,apparel_accessories,TRUE,0.9775347669
ASOS DESIGN x Dark Future t-shirt with dark future logo,apparel_accessories,apparel_accessories,TRUE,0.9804425272
High-Waisted Ripped Skinny Jeans,apparel_accessories,apparel_accessories,TRUE,0.9804890551
Club L cami strap maxi dress with thigh split in black,apparel_accessories,apparel_accessories,TRUE,0.9821258927
Midsummers Night Fragrance Oil (Bottle Size: 100ml),other,other,TRUE,0.9821374059
